darkturquoise	red	darkgreen	darkgrey	orange	floralwhite	brown	darkolivegreen	bisque4	darkred	darkorange2	darkmagenta	greenyellow	midnightblue	skyblue3	paleturquoise	thistle2	salmon	lightcyan	sienna3
								Q8NB14											
								Q9BU70											
								Q9UBC2											
								Q6PHE8											
								Q90YL3											
								Q3U145											
								P08548											
								Q1LY51											
								Q08CL3											
								Q5M9P8											
								Q3ZBD2											
								Q7RTR2											
								Q91453											
								Q01063											
								Q9BTE1											
								P17105											
								Q6DGN6											
								Q8R310											
								Q9C0K0											
								P07550											
								Q12800											
								O43315											
								Q5R4S0											
								Q4V8Y7											
								A8YPR9											
								Q12980											
								A3KFX0											
								P17926											
								Q969Y0											
								Q9EPW2											
								Q7ZV03											
								P14373											
								Q9UHC1											
								O88554											
								Q5U3N5											
								Q6NZT6											
								Q7RTR2											
								Q8NFL0											
								Q8VI36											
								Q6AZY7											
								Q8N3P4											
								P9WEZ4											
								Q5R5I4											
								F1QGC8											
								Q8K1N1											
								O35716											
								P70424											
								Q95JN5											
								P49416											
								P81128											
								Q8NCE2											
								A3FIN4											
								Q01433											
								Q5VUJ9											
								Q9H9G7											
								P04323											
								Q588U8											
								O15013											
								Q0IIM8											
								P38409											
								Q8K1Q4											
								E1BPK6											
								Q6R2W3											
								P28840											
								Q14534											
								Q9D6T1											
								Q9NTQ9											
								Q7Z3K3											
								A0JNE3											
								Q4R8Y9											
								Q6IRB1											
								A2RUW7											
								O60784											
								Q7LHG5											
								B3NPV8											
								Q58CX2											
								P28037											
								P43091											
								Q9NBX4											
								Q64686											
								Q6DC58											
								Q99KN9											
								Q6DC17											
								A2AB59											
								Q96FA3											
								Q02084											
								P23229											
								P97878											
								P16258											
								Q6DBR9											
								Q5ZM39											
								Q7RTR2											
								Q62158											
								Q9NBX4											
								Q98SH2											
								Q5RB68											
								Q8AV84											
								Q03145											
								Q0VCR7											
								Q8I7P9											
								Q5XIH9											
								P14384											
								A8WIP6											
								Q98989											
								Q8WXI2											
								Q9NV58											
								Q15773											
								Q8CIH5											
								P00564											
								Q96PD2											
								A2ALS5											
								Q9NY28											
								Q9D0R9											
								P57059											
								Q96G91											
								P20825											
								Q96BY6											
								Q9WVL3											
								Q80U28											
								Q14585											
								Q5RES1											
								Q6AYH3											
								Q3UHH1											
								P35072											
								Q9Y3Z3											
								Q28689											
								P43883											
								P14380											
								Q9CZ62											
								P50755											
								Q9Z148											
								P26041											
								Q5QJC4											
								Q8IWB7											
								Q52LR7											
								O13089											
								Q37741											
								Q5DW34											
								Q9UJU2											
								Q8HZU0											
								A1L1S5											
								Q9I8K7											
								Q4G3H4											
								P43091											
								P0DP56											
								Q6TEQ0											
								B5FXE5											
								O43924											
								Q9NWX6											
								P49614											
								Q5F3R2											
								O08584											
								A2BGT0											
								O75342											
								P83456											
								Q6KB55											
								Q9NBX4											
								P36197											
								D3ZRC4											
								Q6R5N8											
								Q9QYM2											
								P61214											
								Q5EAP5											
								Q9NSC2											
								Q8VE98											
								Q6PF93											
								Q96TA1											
								P79739											
								Q9NRH2											
								P10394											
								A1IGX5											
								Q91453											
								Q8C5W0											
								Q9GLD3											
								Q80ZJ6											
								P54802											
								Q9JID6											
								F1QXM5											
								Q5U3H9											
								Q86YW7											
								P47824											
								A8E0R9											
								Q28CQ4											
								Q1LVZ2											
								Q8TEC5											
								Q7RTR2											
								E2RE76											
								P20936											
								Q6R2W3											
								Q7RTR2											
								Q9PW70											
								O35569											
								A0ZSK4											
								P17542											
								Q9NVD7											
								Q5R979											
								Q7SY23											
								P13010											
								Q58D85											
								O92815											
								Q80WV3											
								Q9TUN9											
								Q5R896											
								Q96H15											
								Q7Z2X4											
								B2RXR6											
								Q148G5											
								O76031											
								Q9UPQ4											
								Q9I9H8											
								Q99558											
								Q6DGN0											
								P52909											
								Q1LU86											
								Q2LC84											
								C0HB46											
								Q2F9P2											
								Q08BI9											
								Q9NUV7											
								O75382											
								Q9P2W3											
								P56485											
								Q66J54											
								Q4QRD7											
								Q6P9R4											
								Q8N8E2											
								Q5R6D0											
								P15684											
								Q3UMM4											
								Q3SWU4											
								Q7SZE8											
								Q91453											
								Q9QZS6											
								P41250											
								Q9Y4K4											
								Q6UXK2											
								P03555											
								Q9Y6R7											
								P32314											
								O43184											
								Q5RFN7											
