Cold (0degC)	Cool (5degC)	Warm (16degC)	Cold_Downregulated	Cold_Upregulated	Cool_Upregulated	Cool_Downregulated	Warm_Upregulated	Warm_Downregulated
Q6DI48	Q13237	Q27J81	Q3SZB4	Q9NR19				P0CF24
F1QNV4	Q9R1N9	P59692	Q95LG8	Q3KRG3				P31646
B0BM24	Q8K0U4	Q6PBT6	Q5FWR8	A0ZSK3				Q8BYL4
Q9D3U0	O89044	Q05858	B0S728	Q98TW1				Q9CWL2
P53451	Q9UMD9	Q80Y19	Q6NWF6	Q7ZVZ6				Q8AXZ4
Q6P5F9	Q61549	Q28178	Q28278	Q28056				P35331
Q2M2T6	P51958	Q5RFQ0	A4IFD0	Q8VHQ9				P13505
P01024	Q3THS6	Q9NYQ7	Q5R7E5	A4FUC0				P07738
Q60591	Q6GPL4	Q5SPB6	Q8TDY2	P12270				Q9PVK4
P22897	Q96EQ9	P10600	Q0P4A7	Q4PJX1				Q9Y639
P20595	Q9P2E9	Q8VD72	Q7Z3C6	Q9R1A8				Q6P0C7
O35286	Q9NUM3	Q96BY7	Q16774	P17404				P78509
Q6DH86	Q8BTI8	F1RAX8	Q15306	Q2KIZ8				O70173
Q17QJ5	Q8IV61	A4IGL7	Q566R7	Q91628				P21670
Q9YGF2	P48597	Q8BZK4	Q8BIQ3	Q9BQQ3				Q5ZEQ8
Q86UE6	Q5U4T7	Q52KG5	A1YB07	B2DFG5				Q6DIV5
Q6ZSZ6	Q9HCM9	Q7ZVS3	F1M4A4	Q32NH8				Q6MZQ0
D3YY23	Q6MFZ5	P48722	Q9JJ66	Q5M7X9				Q5HZL4
Q66H68	Q9UJA3	Q91785	Q5REY7	P11233				Q80XC3
Q96M86	Q98880	P61589	Q92079	P18331				Q8QG60
Q8IXL6	Q1EGL2	Q9PTG8	Q92079	Q3KRD0				Q7Z614
Q9DCM4	Q28F07	P0DJH9	P41689	Q9PTS2				Q6P9S0
P97369	Q9ER58	P20650	Q06AV4	P51161				O42376
P51532	Q92038	Q28019	Q92752	Q6DHN0				Q9EQC0
Q32PL8	A4IIN5	Q6P0N0	P55292	Q5R698				Q9BXK5
Q5U216	A1XQX0	Q98SW2	P22897	Q61712				P09471
Q29451	Q53RD9	A0JNK3	Q92539	Q9BRS2				G5E897
Q9NXH9	O14639	Q4V8C3	P21743	Q14296				Q7ZXF5
Q96RE7	Q8K212	Q6QHC5	P70297	P20397				Q9QUN9
O75689	Q9JIR4	O00423	Q8VDC1	P40826				P52181
P14543	Q9Y243	P22061	Q66I08	Q4RWX9				P12938
P61625	Q5F3J5	Q497V6	Q5R7K4	Q09632				Q12891
Q8K4Q0	O46560	P23677	Q8K482	Q9ESN4				Q9Y342
Q9H0F5	Q5REY3	Q5RBD5	Q9H4B4	B0JZP3				Q3V6R6
Q5F364	Q92576	Q8K1S5	P18724	Q9CZW4				A1A5H6
Q86T65	Q7L266	Q7T163	Q2HWU3	Q7Z6M4				C0H8I2
Q6NZN1	P14373	O14713	Q9Y5W3	P0DPD7				Q9HCD5
Q6P1N0	B2GU58	Q5DU00	Q95LJ0	Q80UF7				A1L1R6
Q8NEG4	Q8IZU9	Q5U3G1	Q01173	Q5VTL7				Q1LVE8
F1MV99	O15297	P49263	B0BMY1	Q8BNU0				Q1LWJ6
Q66KY3	Q3TL44	A9JR78	A4IFW2	Q15428				Q8CHT6
P00504	Q3UBG2	A0JNJ1	P12107	Q90321				Q7ZT01
Q7T292	Q8IVU3	B0BLT0	Q8N7N5	F1Q8W0				Q07081
Q8C0J6	Q6NY74	Q8BH86	B0UYI1	Q9YHX4				Q07081
Q6INE5	Q9D1L0	Q06190	Q5R601	Q92753				Q503R4
Q5PQN1	O57524	P50591	Q566Y9	Q2HJ19				Q95JH6
Q15034	Q6PFL8	Q5NVI6	P79145	Q5FVG8				B0BNA5
Q6DHI0	Q32LQ6	Q09139	Q4R7G8	P36968				Q801E2
Q9W725	Q9R069	Q03692	Q8IYK8	Q4VBS4				A2AV37
Q08DZ3	P13731	Q90752	A8DZH4	Q96A44				Q04791
Q9CQX5	Q6Y288	Q08BW6	Q90965	Q9H582				O00308
Q92828	Q5R4N8	O14770	Q3U481	A7MBL8				P0CG11
Q3T0P5	Q5RFL4	Q62728	Q803I4	Q8BGR2				Q6DHG8
Q9CX98	Q91453	Q52LJ0	Q91736	P56745				P51658
Q9UJU2	Q925F2	Q8HZN9	P15988	Q7ZWE9				Q9D1Q1
P00348	Q6DFF9	O88509	Q9H175	Q7SXP0				Q92155
Q12904	Q71R50	Q80YG3	Q9JHX4	Q9NV31				Q2KHY7
Q6N021	Q9UGR2	P01837	Q8C5K5	Q8K207				Q8R3L5
Q6DDT5	Q0VH32	A0A075B6H7	Q99MZ7	Q6NWA8				Q62179
Q6IQU7	Q8BMA5	Q5SWK7	P07221	P52209				Q90WI4
Q502K3	Q6AYY8	Q969H4	Q80W88	P22680				Q9QY23
Q96G27	Q14722	Q8R1E7	P50281	Q4QRD7				Q7T384
Q9NWM0	Q5F2F2	Q9WU60	Q99L04	Q28F51				Q8HZK2
Q9Y225	Q24JV9	Q7ZU42	Q9JJ93	Q0VD50				Q0VF96
Q32LC9	P0DPB4	Q9D032	Q8TCT9	Q8WP32				O14672
Q9TRY9	P60901	P0DOX7	Q08B39	P51892				Q6ZUT9
Q96QV1	Q2KIR1	Q00765	Q13609	Q6NYG8				O08739
Q5HYK7	Q9CX56	Q91XT6	Q5R819	Q61768				Q1LUM3
A2Q0R8	P27473	Q58DL1	Q804S5	P47736				P31579
Q7T010	Q14590	Q8CDJ3	Q01279	A0M8U1				Q96L94
Q9H773	Q9N0F3	Q00IB7	Q28084	Q9NW13				Q9Y6N9
Q969H0	Q16696	Q96M32	Q61510	Q08705				Q8BIE6
Q8TCQ1	O35293	O46640	Q9Z0H7	Q90YH9				Q61140
P17153	Q6AXJ9	P28570	B0JZP3	P00731				Q9EPR4
A7MCB7	P83917	Q8BUM3	Q567Y6	Q9D8P7				Q641Z2
Q5XGB9	Q45VK7	O35231	Q28983	Q9TRY0				E7F3F0
Q503E1	Q9BQ13	Q687X5	Q56A24	Q86YS7				Q640Z1
Q5RKN3	Q67FY3	Q687X5	O73737	Q2HJ94				A2AHL1
Q7ZW77	Q5ZKB9	Q6R3M4	Q9BX26	O88484				Q80XC3
Q499E5	Q5PPJ2	A2V9Y8	Q66L44	Q9JHZ4				Q7Z628
P32250	Q561P5	O94811	Q01978	Q6Q0N3				Q6DBY5
O43290	Q14119	Q3T004	Q8AXV0	I6M4H4				Q504N0
A5A6P2	Q9QZS3	Q3T004	Q6P9Z4	P79762				Q8BW96
Q8MJC3	O95104	Q8BP86	Q00915	Q7ZW38				O13278
Q7ZW16	Q9D6Y9	O93510	P22129	P26516				Q6IV56
A2RRT9	Q9JL56	Q91474	Q5CZR5	Q921I2				Q6DRL4
Q9BGL2	Q14980	P30122	Q3ZBF8	P21869				O43854
Q9WUC8	Q10835	Q9Z265	Q9ESW8	O88850				Q8N6Y2
P02679	P53565	A2AJ77	Q6UUV9	Q9NUJ3				Q80WM5
Q6DBQ8	O00461	O43347	Q2KJ51	O88271				Q9CZI9
Q6IPM2	P46936	Q7RTR2	Q9HCE9	Q9NWT8				E1C1U1
O95453	P25155	Q4QRD7	Q7T2A3	Q7L1I2				Q8BHZ4
Q99J36	Q7M456	Q96GD3	Q7ZV90	Q6P5M2				Q02241
Q32LT7	P61150	D3YZF7	Q60GI5	P49918				Q90623
Q32LT7	Q6NYX6	Q8BK48	Q28024	A0JNG0				Q8TE49
Q9Y5X2	P23711	Q1LYL8	Q9DBB9	Q0P410				Q9HB75
Q86YC2	Q8CI12	E7FH11	Q3SZE3	Q9UPS8				Q0IHP2
P62205	Q5PRB3	Q9Y5K6	Q9PVW7	Q2YDF6				A0JMP0
Q08DN7	E7FAP1	Q9DCW4	P54864	Q07869				Q7Z6J6
O75127	Q6GN15	Q2KIS7	O89013	Q8BYL4				A6NKC9
Q96ME1	Q9TTY1	O70437	Q9R182	Q08DI8				Q2KJ58
O93400	Q5R664	Q98989	Q80WE4	F1QCV2				Q7SYK0
Q98989	A5A6H9	Q1LYL8	Q2L6L1	Q9HBI1				Q3TQ03
Q96IR2	P61967	Q5M9G6	Q95K68	Q8BH18				Q7SY06
O95872	Q5RAZ3	Q4R3K5	Q9NS28	Q7SXN5				Q5R5A0
A7UA95	P0DOX8	Q02930	Q6DHC1	P02642				P53406
P30883	Q9BGL2	Q5RBD3	O95685	Q5E9D3				Q9H936
Q13608	Q8JIY8	Q13322	Q8JZM7	Q7ZW46				P84335
B5DFG1	Q80TV8	O15072	P12763	Q9Y3E0				Q3ZBH3
Q9NQ79	O73723	C5IAW9	O43825	Q9H0A0				P49946
A5D7J3	A6NCF5	O00192	Q8JFP1	Q6ZN18				P14650
Q6PE18	D3ZA76	Q16643	P58801	Q4V9P6				Q8CFN2
Q3U129	Q794F9	Q96CW9	P49753	Q9NVI1				Q90WJ8
Q90XD2	Q86YW7	P56101	O00303	Q91684				Q2Z1W2
Q9BRR3	Q5H8C1	O15084	Q9NQM4	A2BD94				Q08DY9
Q8BJM3	Q7RTR2	Q6PBI4	Q9JJP2	Q08CA1				Q9W7E7
Q5ZLN1	Q66IH9	Q9H3G5	Q502K2	P70434				Q17QQ5
Q8WXD5	Q9BV36	Q03637	Q07DZ5	A8E657				Q9GZQ3
Q9Y3B2	Q63931	Q6ZN28	P30205	Q8HXA6				Q8K1B8
P46198	O70303	O00233	Q9H098	Q91YD9				Q5EAR5
Q6NS52	Q9HCU0	Q6PH52	Q0P4Y8	Q920A7				Q9UL19
Q99PL5	P86810	Q6PFP3	Q4V8T0	Q6AZD4				Q8NFU3
Q8CID0	Q62158	Q6DJ55	Q70IA6	Q80XC3				Q9W735
O75884	P26584	Q3TQ03	Q9W6V5	Q8BHY3				Q8K2H3
Q5U378	Q5R7W8	P35467	Q92523	D2HWM5				Q08BB2
Q90ZE4	Q9C086	P08836	P0C024	F1QH17				P30999
Q62760	Q13257	P98198	Q9W719	Q5U580				Q8NBI5
Q9C005	P39963	A0A0R4IYX6	Q9Y2D0	Q6P9S0				Q6RY07
P58405	P55777	Q62894	Q0V9S9	Q1LVN8				Q91Y13
Q3V1V3	Q37080	O19063	P16301	Q49AM1				Q9CPV5
Q8IW19		Q9UBU7	Q8NCC3	P04753				Q9Y2Q0
Q8R2E9		Q8CF98	Q6DEF6	Q9EQC0				Q6ZU67
P08579		O00300	A3KPL7	Q92621				O54693
Q8CAT8		Q1LYM6	B3VKQ2	Q9BXK5				Q0MW30
O18765		O18793	Q9PT92	Q1LX49				Q7SX95
O18765		O18793	P31646	Q7ZW00				Q96QF7
Q9JL56		Q99J08	P46527	Q4R761				Q9C0D6
Q0II70		A5PK21	Q9ERD8	Q1LUT1				Q6DGP4
Q5VWQ0		Q6PHK6	Q9R0A0	Q9I8T7				Q6PBT8
Q6J9G0		Q5BJ65	Q5ZKI6	Q5R585				Q6DER1
A1L1F4		Q9ESG5	Q8AXZ4	G5E897				P04839
D4A523		Q96MU8	O95628	F1RA39				Q58EL2
Q9YHB5		Q13555	Q9USY1	Q9Y342				Q8AYS7
Q9BZE0		O77775	P07738	Q7ZU29				Q9WUH4
A0A1B0GVZ9		Q9NWZ5	G3H0N9	Q9HCD5				P31646
O70475		Q7Z7M1	P78509	Q7ZVG6				Q6NXB2
Q6PHG4		Q8IZ41	Q9Z1N7	Q1LVE8				P12236
P51410		Q0P4Q4	O70352	Q8BGQ7				Q9WVJ9
Q8AW35		Q96P11	O14683	Q6P0I8				P18625
Q9Z1M4		Q9YHC3	Q9PTJ3	Q01134				A2CEM9
Q3UHC7		B0BNL6	Q5R680	Q7ZT01				P97779
Q0VC81		A5A6L1	P24369	Q9HBH1				Q5R414
Q8N8Q3		Q5ZIQ3	A2ASS6	Q9GZX3				Q6NW76
Q9QXH4		Q9UA35	P08642	Q1LWV7				A7MC22
Q5R5B6		Q6DRJ7	Q6IC98	Q3T0Q3				Q9D0W5
Q15274		Q63HQ2	O88450	Q969X6				Q8VE80
Q9BX93		Q9HBY8	P06398	Q6AZN0				O93390
Q9CPX9		P53666	Q8N0W3	P0CG11				Q7Z2H8
P61129		Q13247	Q5HZL4	Q9H0H3				Q2HZ96
Q5TYS5		E1C2V1	Q7Z614	P51658				F1NY98
Q5XJQ5		Q86XL3	Q3SZI0	Q91WM2				Q7ZW41
Q08BG7		Q502L2	Q80TZ9	O70597				Q6V0I7
Q9GZV3		Q9JLT4	A3KPN8	Q803M5				Q8IWZ6
Q9UKT9		A0JP82	Q3UP38	Q7T384				P20248
O54941		O08528	Q5RGQ2	O94986				A0A193KX02
O88377		Q6DFB7	P58781	Q8HZK2				Q32LE3
B1AR13		Q7RTR2	Q9H4K1	Q2KHR2				P13109
P55198		Q7TPQ9	Q8CIW6	Q9UPM8				Q5I0K7
Q9NQZ8		P10915	Q62625	Q61194				Q06AA1
Q9Y334		O43854	Q9NXG6	P25786				Q5XK67
Q6DI06		G3HKI1	Q9QUN9	Q5R7J6				Q8TAB3
Q6P2T7		Q5ZII6	P12938	Q9NW08				O88280
P30533		Q9R1A0	Q8BVR6	Q8R104				P35991
Q8K4Y7		Q9R0D8	Q8R034	P42839				Q28DF4
Q9HBK9		Q5R5L7	A1A5H6	P31579				Q4QRL3
Q5ZLX4		Q6TXF1	Q5PQY6	Q78ZA7				Q92608
Q922W5		Q9BST9	Q07081	Q4ACU6				Q2QL78
P22670		Q9Y547	Q07081	Q8WV35				A0A0R4IWI1
A9JRE2		O00451	Q503R4	Q9ULR3				Q08174
Q28EM8		Q90VV1	P09131	Q567X1				Q6IR74
Q6B855		Q9Y2T3	Q95JH6	A2AHL1				Q16644
Q9ULZ9		Q5REL2	Q6PHF0	Q7Z4S6				Q9BQI4
P32856		Q90W33	B0BNA5	Q8NDV3				P49892
P16157		Q32L50	P60522	P49641				Q09490
Q14678		Q68FD5	P24135	Q32PZ3				Q8C6K9
Q5SPJ8		P47776	A1L3F5	Q5PRA2				Q1LZ89
P28648		Q7TSV9	Q04791	Q7Z628				Q3T0W7
Q1RMA6		Q02878	Q6DHG8	Q504N0				A9JSM3
Q5RGE6		Q24117	P15144	Q9UET6				Q96RF0
Q6NZS4		E9Q3L2	Q2M389	O13278				P50336
Q8BFQ9		Q8BWT1	Q96G97	Q8VBX0				Q0V9V9
P24529		Q8IY37	A5D6V4	Q6DE14				Q4V908
Q7SXK5		P56747	Q92155	Q99MI1				P09244
Q8NFH4		Q9YHZ6	Q2MJT0	Q9H0J9				P58312
Q9D937		Q90WY5	Q6P606	Q2PG45				P50548
Q642H2		B0JZG0	Q3UKU1	P56581				Q05469
P62321		P50749	Q75V66	Q05AK6				Q5MD61
Q9H0J9		Q9Y2W7	A1IGX5	Q8N0U4				Q5U239
Q9JIH2		Q6P0C6	O14975	E1C1U1				Q9Z2F6
O42376		Q32LQ4	Q8QGV2	Q7LL04				Q6RI88
B9X187		Q9Y485	Q29473	Q0VBY7				A3KGZ2
A4IGF3		Q63ZR6	Q9IBG7	E7EXZ6				Q5R4U9
Q5ZKQ3		Q9DCR2	Q95M18	Q9Y4G6				Q9Y6R7
Q9Y603		Q6AY91	Q96NW4	Q2WEA5				Q92154
Q99590		O94941	Q1LWL6	Q3TEI4				Q5R481
P57740		Q8NB12	Q640Z1	Q60560				Q66I84
Q9UJW8		Q8JJ04	Q3ZCN5	Q9NUA8				P0C7U4
Q5U4C9		Q567C6	Q5RET3	Q5T6C5				P40313
Q9MYY8		P52739	O97758	A5WWB6				Q8K078
Q5SPB1		Q90375	Q80XC3	Q6PFJ9				P51693
Q9Y2H1		P0DTE5	Q8TCT0	Q96SY0				Q0P5A1
P20373		P55809	Q96QE2	P31689				Q9BX84
Q8VBX0		Q5T890	Q96JT2	Q8K4Q6				A1L1V4
Q9Y264		A3KNM5	Q29473	Q8VDF3				O43181
P25207		Q2M385	P33267	Q9Y2Y9				P24485
F1QQI2		Q6DDV8	Q8C828	E7FDE0				Q91041
Q5RCP3		D3ZTX0	P79762	A6NNL5				Q642G2
Q68CP9		Q3UF64	Q9D8N3	Q90WJ8				P17301
Q90339		Q96BS2	P48806	Q5R511				O15116
Q98T91		Q0V8A3	P15205	Q2KI80				Q01826
P13127		O55125	P0C548	Q32LU7				P56542
E1BB03		Q9D0F6	Q13569	Q9H3E2				O62664
Q2PFD7		P29274	Q8N6Y2	Q4SFA0				O18973
Q5FVB0		A8C754	Q5RDG4	P22304				Q92485
Q86UD0		Q3B7D3	P0C548	Q9D4H7				Q6GQN8
Q6P9V9		P53814	Q86UV5	Q4V921				Q6IP18
Q6PCS6		Q3T1J9	Q32P85	Q8C3X4				Q91041
P35670		Q802G7	Q8NEE6	Q20A00				Q8HY82
Q4G0U5		Q2YDJ8	Q9DEY9	P58797				P55097
Q00537		Q5ZKA5	P59438	Q86UA1				Q9X248
Q9CWP6		Q502P0	Q02241	Q14181				B3DK56
Q9QX47		A5WUX7	Q0IHP2	P11348				Q6PEI3
Q9Y4H2		P18163	Q6UXK2	Q13151				Q4V8E5
Q5R5U3		Q499B3	Q9UDY8	Q08BB2				Q9FKK7
P49917		P82808	A6NKC9	Q9UMS4				O35495
O42266		Q9NZ63	Q8BJ56	Q3ZBR7				C7DZK3
Q05481		O57595	O54940	Q6TNU3				P50580
E9QAG8		E7FBY6	P48735	A6NJL1				B3DIY3
Q6GNW0		Q5E9Z7	O43586	Q9ERU2				Q8WMU5
Q08477		Q0VD34	Q3TQ03	B1AXP6				Q96AY4
Q1JPY8		Q7ZT48	P13804	P0C8M3				Q8C6K9
Q62158		Q9R045	Q9H936	Q8NBS3				Q9D0B5
Q62158		Q96RW7	Q62703	F1RET2				Q07617
E9QAG8		Q8QFX1	P84335	Q5PQZ3				O13067
E9QAG8		O70405	Q3ZBH3	O54693				Q8TE73
Q5RH02		Q9WU42	Q9QY33	Q9CQJ1				Q8BX13
O88582		Q8AW93	Q96CD2	Q4V8Y6				Q9XSL6
Q6ZMW2		Q8BLQ7	P70550	Q5MD89				Q96IP4
Q7RTR2		Q9BXI6	Q3T0B7	Q9R1J0				Q8AYG3
Q5DTV4		Q6TLE6	Q6DDB3	Q53T59				B5X4H8
O43345		Q9NQG7	Q2Z1W2	Q5U3W1				Q91392
Q5R5U3		Q5U316	Q9UNP4	Q61687				Q64321
E9QAG8		Q6DEJ6	Q6PB03	Q9Y496				P29350
A8E4V2		O75037	Q9W7E7	O88958				Q9IBD1
Q62158		P00636	Q9R013	Q6DER1				Q7YRL5
E9QAG8		Q99490	Q6PBN5	Q8AWD1				Q90XG0
E9QAG8		A1L244	Q61239	Q7ZWA3				P02696
Q9JHH6		Q9Y239	B0K020	O43559				B3DJM5
Q9JL19		Q08CN9	Q32LJ2	P31646				Q8N3R3
Q58DQ5		Q6GQ29	C0K3N5	Q9D6X6				Q9CQK7
Q91453		Q90478	Q08D51	Q9CYP7				Q503E9
Q568N3		Q5RC10	Q9UL19	Q13451				Q90744
Q80Z96		Q7TNV0	Q9UL19	Q7TN98				Q4RSM6
O15550		Q08CW8	Q8K1P8	A7TX81				Q91041
Q70I47		P08649	Q9C6B9	Q8K310				O95393
Q5T200		P55008	P47900	Q9D0W5				Q9I9M5
Q96IR2		Q8WVF1	Q5R533	A1IGU4				Q8NDA8
P11387		Q6DGL8	D3Z6Q9	Q8R087				Q0VFG3
Q62158		Q8IX30	Q9EPK6	Q9BEG8				Q4V8U5
Q9CQT9		O15079	P69478	Q13283				Q9I9N6
Q6IQ20		Q7ZUS4	Q921G7	Q5U3F2				Q9I9N6
Q6P3W7		Q5F488	Q9Y4G8	Q9H9B4				Q6IQ32
Q9H5Z1		P21333	O95715	Q99020				Q663W4
Q9JHI0		Q5R8X1	P53447	Q9D8Y1				A2VDT1
Q8AVJ1		Q00780	Q02084	Q9EPW2				O00716
F1QCY8		Q8N0W4	Q32M78	Q5R6I2				Q1LWG4
Q8BZ36		Q58WW2	P18724	Q5U4X8				D3YWE6
P27966		Q9GKY7	Q02960	A0JMG9				Q5XG87
O95628		Q2KIF8	Q5DTN8	Q8BQX5				B5XGH3
Q15399		Q7SYE0	Q9HCX4	Q29S11				Q64591
P10620		Q98862	Q06274	Q04678				P49863
P10620		Q66IE4	Q6RY07	B1WC15				Q6PL18
Q63664		P41161	Q3ZC48	Q99638				Q66JF7
Q7RTR2		Q9XT26	Q5DRB8	Q6IR55				O73672
Q6DGN0		Q5FWM8	Q5DRB1	Q7ZW41				P46940
Q91YR7		P51817	Q5DRB8	P38621				A2BGR3
Q8IV48		Q7ZUH1	A0A2R8RWN9	O76094				Q07864
Q6DFQ7		P12025	P16257	Q8VC74				Q7ZYC4
Q95KD0		Q7RTR2	O75387	Q7ZUG0				B1Q006
Q91431		Q96IR2	Q02084	Q7ZVE0				Q2KIQ4
Q8JZX4		Q8N3D4	Q9Y2Q0	Q9D4V0				Q96EY8
Q6PC40		Q9XSC3	Q8N3V7	Q7SYD9				Q9D7U6
Q9Y312		O55096	Q15025	Q6PFQ0				Q7ZUC7
Q9UKK9		Q17RY0	Q4AEH4	Q13404				B9VR26
O02697		O89103	Q0MW30	O35547				Q8NFY4
Q8BJ56		Q5R802	P49219	Q9R087				Q6TCH7
Q5ZHX6		Q7M6Y3	Q91431	Q3U507				Q64620
Q803G5		Q8C2Q3	Q9Y255	Q9DB52				Q8VIK5
Q8K009		P40227	P60892	Q9W719				P00375
Q86UF1		Q8C7K6	Q96CX2	O75832				Q99575
Q6NXD8		Q91309	Q3SX46	Q5ZLH0				Q4G163
Q91YL3		Q02874	A0JN71	Q17QK6				Q91WC7
Q5RGE5		Q5U3T0	Q8R054	Q9HCD5				A9JTH1
Q5RGJ5		Q91766	P41732	P30876				P80601
Q9HDC9		P15428	Q5NBY9	Q6DEM5				Q8VHS2
Q9EPH0		O76061	Q8AYS7	Q9NT68				Q9JIF3
Q6NWJ4		A8WGS4	Q9WUH4	P35565				Q5HYA8
Q6TXF1		Q9ERW3	A6MFK8	P61078				Q8VE62
Q28EB4		A0JN61	Q2I6J0	O95163				P50748
Q8BGA5		Q9UMY4	P31646	Q8NC60				Q9H330
P0C605		P82916	Q62936	Q3T0E1				Q9YHY6
Q6NYK8		Q9DG45	Q8IYF3	C0H906				Q8R0J1
Q8R5C5		Q86SQ0	Q8AXB3	Q2KHZ4				P24668
Q710D6		O35054	P18625	Q58NQ5				Q90275
Q9YHE8		P68373	A2CEM9	A9JSM3				Q803Q4
Q5ZLT0		O88721	P97779	P50336				A9C3R8
Q9BVG4		Q80TQ5	Q08881	Q8K194				Q4VBV9
Q9Y251		O75900	D3YY23	Q9QZM4				P17790
Q6DG38		O75897	Q9BYW1	Q8TF68				Q75R65
A4IIK1		Q9NYA4	Q8UUY8	P09244				Q58DL5
Q5R4Q8		Q4VCS5	Q794C0	P49696				P14646
P50151		A4II20	Q9C0D4	Q9C0F3				P16581
Q6DEX3		Q6IQE1	Q6NW76	Q8TB45				Q9JI90
P42285		P70302	Q99KF1	Q6P825				Q96RW7
Q03669		Q91ZW2	O93390	P35034				Q9IBD8
O14830		Q6PAQ9	Q7Z2H8	Q6PEI7				Q5TAX3
O14494		Q7Z417	Q9XT28	P56399				Q8CHP0
Q4VBT2		P26038	P51046	Q5BJJ8				B9ENE7
Q9WU56		Q14119	Q8BY02	Q9D361				P08582
Q6ZM63		A0JNA2	Q9BZI7	Q9Y6R7				P45878
E7FGY2		Q6DG22	Q90617	Q61510				Q5I0S8
Q3KP44		Q5SWU9	Q9Z255	P40313				O54827
P43405		D4A055	Q98TF5	Q9BYD1				Q96NW7
P49419		Q4V8Y7	Q3TZI6	Q8JHF0				Q05209
P02545		O02691	Q80X32	Q6AXU8				B4ZIX8
B5X0W9		O57474	P80020	Q5PQR5				Q5VU97
A0A0G2KTI4		Q9PUK8	P18841	Q9H553				Q9HCJ3
Q9JHW0		P08842	F1NY98	Q91041				P97872
Q8C8N2		Q90X49	Q8IUZ5	Q642G2				Q9UK45
Q7ZWD4		P51400	O35493	Q96MH7				Q66L49
Q2YDP8		Q01196	Q32KI9	Q6AXY4				A1A4L4
Q7SXE8		Q27I66	Q8CAI1	Q80UY1				P19019
Q5FVB2		Q8IUF8	Q9C0H6	A0JN62				P31644
Q17QK8		Q99712	Q6V0I7	Q6MGA9				Q7RTR2
Q6UWE0		Q7SY29	Q9EPZ8	O15211				Q1LWV4
Q6PFP6		Q6DG91	P17560	P33703				Q8JZZ7
A6H751		Q92090	P53370	B5DGI7				Q9H8V3
Q6NWX7		Q80Z30	Q7ZYZ7	Q92485				P21158
Q6NYT3		Q9JM13	Q32LE3	Q6GQN8				Q9M1W4
P52826		P49843	P13109	Q5ZLV2				Q5R5Y3
Q2KJ44		Q9UBS8	A0JMQ7	Q803C7				Q8WX93
Q9H7P6		Q9ESC8	Q9Z0Z6	Q6PEI3				Q3MHV6
Q5XHX2		P62309	Q924T8	P18754				Q14678
Q148G5		Q8BLS7	Q9UJG1	Q5XHI2				P30408
Q99999		Q8IZU9	Q5ZL74	O14977				Q99928
Q8BPQ7		Q96KN3	Q06AA1	Q63150				A8QW39
A8E0R9		O62806	Q98TT6	B3DIY3				P05630
Q5HYC2		F1NY98	Q7RTR2	P35031				Q91YL2
Q99P88		Q8BNA6	Q5R7Q3	A8S6B6				O15068
Q00589		Q13009	Q9BUD6	Q8BL99				Q5ZJF6
Q5W0U4		A3KGB4	Q7T2E8	Q8BX13				F1Q8K0
Q1LY77		Q7Z6Z7	Q90YC0	Q6ZPR6				A8WHP3
Q6P1G2		A4QNZ7	Q9Y2T4	Q9NP78				Q29RR1
Q1LY80		Q66I22	Q92608	Q6DEY8				P19336
Q6TLE6		P79732	Q6GMK0	B5X4H8				Q7SZP2
Q60928		Q91XF4	Q5RAA9	Q9D0R2				Q28GF8
Q9QWE9		Q5RE43	P15291	Q92104				Q8HXG6
Q90YT6		O88792	Q9UHH9	Q7SXM7				Q8TCX5
Q3UHJ0		P59384	Q8AYB8	Q16621				Q6GQU6
Q5U3N5		Q5RFH0	Q28FF3	Q9IBD1				P20718
Q99LJ2		O35569	P25114	A5A6H4				Q01460
D3ZKX9		Q91WA9	Q15723	Q6DRG1				Q5VTL7
Q3THS6		Q9DED4	P28345	Q5M947				Q4RU86
P70445		Q6GM86	Q5XTS1	E7F5E1				P42566
Q86T96		O08688	O35710	O75051				Q640P2
Q90375		Q8AXB4	Q8AY33	Q6DGL7				A1YB07
Q5ZJ58		A3KQ55	O97703	Q4R7L3				P13234
O76080		O93512	Q9BQI4	Q9P243				Q6DJ06
Q92162		O95235	E9Q7D5	Q6IQ32				Q6DC66
P55202		O60513	Q09490	O14944				P23919
P00130		Q2M1Z3	Q9HCN8	P22232				Q9DB50
Q9DBX3		O08807	A0JME6	P48739				Q80X72
B0R0D7		Q8AXL1	Q68EZ2	Q8TE57				Q9EQ31
Q4V9L6		Q96HQ2	P0CJ78	Q9Y2F5				Q02380
P62323		Q8TF40	Q0V9V9	Q2KIU2				Q8CG71
Q9NQX5		Q9Z0E8	Q8TAC2	Q6P4T2				P46094
Q6GQB9		Q5ZLK5	Q0VFI9	Q9NZ08				O60711
Q9Y2P8		P69045	Q7YR43	Q8BPQ7				Q56A36
Q3SWX7		O43306	P32507	A2T771				Q01173
Q9WTP7		Q96LW2	Q8WXF8	O73672				P48508
Q99LB7		Q3ZCI9	Q99L43	Q2TBI6				Q3TZ65
P15101		A1L1P9	P50548	Q3UUY6				P61025
Q6NVG7		Q6PGY3	P60882	A3QK16				Q8TER0
P36992		Q8BLQ9	Q05469	A3QK15				Q9ES52
O09114		Q09143	Q867B2	Q6NXR4				Q5FVG8
Q5ZIL4		Q6XPS3	Q5MD61	Q148N0				Q9Z0J8
